"","meanNDVI","date","county"
"NDVI_20121124_clip_20161215055155_642033067",0.694710615222242,2012-11-24,"kern"
"NDVI_20121125_clip_20161215055158_1544973983",0.746449077514461,2012-11-25,"kern"
"NDVI_20121126_clip_20161215055201_1958923104",0.688038517485309,2012-11-26,"kern"
"NDVI_20121127_clip_20161215055203_673795468",0.626201907130336,2012-11-27,"kern"
"NDVI_20121128_clip_20161215055206_1070354169",0.544608131298527,2012-11-28,"kern"
"NDVI_20121129_clip_20161215055209_1789358528",0.528206726701868,2012-11-29,"kern"
"NDVI_20121130_clip_20161215055211_1903834592",0.506108878559005,2012-11-30,"kern"
"NDVI_20121201_clip_20161215055214_190737908",0.555406570742055,2012-12-01,"kern"
"NDVI_20121202_clip_20161215055217_469142297",0.526406170722181,2012-12-02,"kern"
"NDVI_20121203_clip_20161215055219_1551144617",0.57474936700497,2012-12-03,"kern"
"NDVI_20121204_clip_20161215055222_412397809",0.562255713023479,2012-12-04,"kern"
"NDVI_20121205_clip_20161215055225_1295781943",0.653545308688185,2012-12-05,"kern"
"NDVI_20121206_clip_20161215055227_191587258",0.507801601077649,2012-12-06,"kern"
"NDVI_20121207_clip_20161215055230_1789089902",0.554163273779647,2012-12-07,"kern"
"NDVI_20121208_clip_20161215055233_118006067",0.683802552459746,2012-12-08,"kern"
"NDVI_20121209_clip_20161215055236_533822784",0.560671739025753,2012-12-09,"kern"
"NDVI_20121210_clip_20161215055238_1519495800",0.679212815061589,2012-12-10,"kern"
"NDVI_20121211_clip_20161215055241_562879091",0.729228126189,2012-12-11,"kern"
"NDVI_20121212_clip_20161215055244_1671955087",0.548090485172591,2012-12-12,"kern"
"NDVI_20121213_clip_20161215055246_866946918",0.510653098922972,2012-12-13,"kern"
"NDVI_20121214_clip_20161215055249_1370966275",0.622472301657957,2012-12-14,"kern"
"NDVI_20121215_clip_20161215055252_1446784900",0.693443680262929,2012-12-15,"kern"
"NDVI_20121216_clip_20161215055255_1921620577",0.654523855107668,2012-12-16,"kern"
"NDVI_20121217_clip_20161215055257_1717804730",0.689998808948611,2012-12-17,"kern"
"NDVI_20121218_clip_20161215055300_1566017460",0.610442432742573,2012-12-18,"kern"
"NDVI_20121220_clip_20161215055303_1543018490",0.773991873929566,2012-12-20,"kern"
"NDVI_20121221_clip_20161215055305_1803890369",0.677092127127056,2012-12-21,"kern"
"NDVI_20121222_clip_20161215055308_45039700",0.528236869532556,2012-12-22,"kern"
"NDVI_20121223_clip_20161215055311_839383635",0.501875635161147,2012-12-23,"kern"
"NDVI_20121224_clip_20161215055313_768151931",0.645341022587534,2012-12-24,"kern"
"NDVI_20121225_clip_20161215055316_1674260490",0.504494302486047,2012-12-25,"kern"
"NDVI_20121226_clip_20161215055319_2079596303",0.637182571799076,2012-12-26,"kern"
"NDVI_20121227_clip_20161215055322_1424207503",0.524106783572172,2012-12-27,"kern"
"NDVI_20121228_clip_20161215055324_1147965524",0.611869318341787,2012-12-28,"kern"
"NDVI_20121229_clip_20161215055327_188641996",0.548593015778104,2012-12-29,"kern"
"NDVI_20121230_clip_20161215055329_252383065",0.548301254245402,2012-12-30,"kern"
"NDVI_20121231_clip_20161215055332_1608601335",0.709722580381759,2012-12-31,"kern"
